datetime,tanggal,jam,minute,day_of_week,day_of_month,month,quarter,week_of_year,is_weekend,hari_libur,time_of_day,season,hour_sin,hour_cos,month_sin,month_cos,dow_sin,dow_cos,suhu,jumlah_penghuni,luas_rumah,daya_listrik,golongan_tarif,jumlah_ac,jam_ac_per_hari,jumlah_kulkas,jumlah_tv,jam_tv_per_hari,jumlah_lampu,jam_lampu_per_hari,jumlah_mesin_cuci,frekuensi_cuci_per_minggu,jumlah_komputer,jam_komputer_per_hari,jumlah_perangkat_aktif,jam_pemakaian_per_hari,water_heater,dispenser,microwave,kwh_ac,kwh_kulkas,kwh_tv,kwh_lampu,kwh_mesin_cuci,kwh_komputer,kwh_tambahan,hist_h1,hist_h2,hist_h3,hist_h4,hist_h5,hist_h6,hist_h7,konsumsi_kwh_hari,konsumsi_kw_jam,estimasi_tagihan_bulan
2023-01-03 19:50:00,2023-01-03,19,50,1,3,1,1,1,0,0,3,0,-0.965926,0.258819,0.5,0.866025,0.781831,0.62349,31.2,6,45,2200,R-1/TR,0,9,2,2,4,2,8,1,4,2,2,9,9,0,0,0,0.0,4.8,0.56,0.16,0.286,0.48,0.0,6.54,6.2,6.928,7.364,7.447,6.701,7.365,7.159,0.4642,310278.0
2023-01-03 19:57:00,2023-01-03,19,57,1,3,1,1,1,0,0,3,0,-0.965926,0.258819,0.5,0.866025,0.781831,0.62349,29.8,5,90,1300,R-1/TR,2,7,1,1,6,7,6,1,2,0,0,12,7,0,0,0,12.6,2.4,0.42,0.42,0.143,0.0,0.0,14.374,19.804,18.573,20.462,18.659,18.514,21.472,19.83,1.3956,859452.0
2023-01-03 21:25:00,2023-01-03,21,25,1,3,1,1,1,0,0,3,0,-0.707107,0.707107,0.5,0.866025,0.781831,0.62349,30.2,1,45,1300,R-1/TR,1,11,1,1,3,3,6,1,3,1,0,9,11,0,0,1,9.9,2.4,0.21,0.18,0.214,0.0,0.25,15.162,15.391,15.879,16.64,16.154,17.509,17.233,15.935,0.8472,690639.0
2023-01-03 22:56:00,2023-01-03,22,56,1,3,1,1,1,0,0,4,0,-0.5,0.866025,0.5,0.866025,0.781831,0.62349,28.0,6,45,3500,R-2/TR,1,8,2,2,4,3,8,1,3,1,7,12,8,0,1,1,7.2,4.8,0.56,0.24,0.214,0.84,3.05,19.424,20.116,19.458,23.27,19.791,20.146,20.243,19.975,0.921,865736.0
2023-01-04 00:02:00,2023-01-04,0,2,2,4,1,1,1,0,0,4,0,0.0,1.0,0.5,0.866025,0.974928,-0.222521,24.1,2,150,2200,R-1/TR,2,5,1,1,5,10,8,1,4,2,7,18,5,0,1,0,9.0,2.4,0.35,0.8,0.286,1.68,2.8,18.332,22.297,21.348,17.843,19.581,21.032,20.808,19.31,0.3069,836915.0
2023-01-04 00:17:00,2023-01-04,0,17,2,4,1,1,1,0,0,4,0,0.0,1.0,0.5,0.866025,0.974928,-0.222521,27.2,5,54,2200,R-1/TR,0,6,1,3,5,3,6,1,4,1,0,10,6,0,0,1,0.0,2.4,1.05,0.18,0.286,0.0,0.25,4.68,4.3,5.173,4.413,4.75,4.958,4.917,4.714,0.0751,204309.0
2023-01-04 00:21:00,2023-01-04,0,21,2,4,1,1,1,0,0,4,0,0.0,1.0,0.5,0.866025,0.974928,-0.222521,25.0,2,60,2200,R-1/TR,1,6,2,3,3,3,6,1,4,2,4,14,6,0,1,1,5.4,4.8,0.63,0.18,0.286,0.96,3.05,15.491,13.875,14.467,15.538,15.697,16.938,16.056,15.217,0.2588,659520.0
2023-01-04 00:50:00,2023-01-04,0,50,2,4,1,1,1,0,0,4,0,0.0,1.0,0.5,0.866025,0.974928,-0.222521,26.8,5,72,1300,R-1/TR,0,5,2,2,3,5,6,1,5,0,0,11,5,0,1,0,0.0,4.8,0.42,0.3,0.357,0.0,2.8,9.111,11.08,11.459,9.823,11.228,9.59,11.849,10.568,0.1896,458028.0
2023-01-04 01:25:00,2023-01-04,1,25,2,4,1,1,1,0,0,4,0,0.258819,0.965926,0.5,0.866025,0.974928,-0.222521,27.5,3,120,1300,R-1/TR,2,9,1,3,6,7,8,1,2,0,0,15,9,0,1,0,16.2,2.4,1.26,0.56,0.143,0.0,2.8,29.725,30.022,25.691,28.213,24.632,28.16,24.69,26.701,0.3764,1157248.0
2023-01-04 01:42:00,2023-01-04,1,42,2,4,1,1,1,0,0,4,0,0.258819,0.965926,0.5,0.866025,0.974928,-0.222521,25.0,5,72,1300,R-1/TR,1,6,2,2,4,3,6,1,2,1,2,11,6,0,1,0,5.4,4.8,0.56,0.18,0.143,0.24,2.8,17.833,16.532,19.809,13.6,15.386,16.476,19.376,16.91,0.2357,732896.0
2023-01-04 01:55:00,2023-01-04,1,55,2,4,1,1,1,0,0,4,0,0.258819,0.965926,0.5,0.866025,0.974928,-0.222521,28.1,1,90,1300,R-1/TR,1,5,2,2,3,6,6,1,3,1,6,15,5,0,1,1,4.5,4.8,0.42,0.36,0.214,0.72,3.05,17.774,13.561,14.84,16.448,13.966,16.778,12.181,14.961,0.2078,648425.0
2023-01-04 05:58:00,2023-01-04,5,58,2,4,1,1,1,0,0,0,0,0.965926,0.258819,0.5,0.866025,0.974928,-0.222521,29.7,2,60,2200,R-1/TR,1,6,1,3,5,3,7,1,2,2,8,11,6,0,0,0,5.4,2.4,1.05,0.21,0.143,1.92,0.0,12.442,11.962,13.585,14.074,13.333,13.522,13.514,12.626,0.1837,547223.0
2023-01-04 06:23:00,2023-01-04,6,23,2,4,1,1,1,0,0,0,0,1.0,0.0,0.5,0.866025,0.974928,-0.222521,25.8,7,90,1300,R-1/TR,2,3,2,2,5,6,7,1,3,1,2,16,3,0,1,1,5.4,4.8,0.7,0.42,0.214,0.24,3.05,18.12,16.582,15.518,17.165,15.369,15.611,15.336,16.591,0.3503,719071.0
2023-01-04 07:49:00,2023-01-04,7,49,2,4,1,1,1,0,0,0,0,0.965926,-0.258819,0.5,0.866025,0.974928,-0.222521,28.8,5,72,900,R-1/TR,1,6,2,2,5,5,5,1,5,2,5,14,6,0,1,0,5.4,4.8,0.7,0.25,0.357,1.2,2.8,17.463,18.349,16.131,14.266,19.231,16.597,19.344,17.207,0.5183,745769.0
2023-01-04 08:39:00,2023-01-04,8,39,2,4,1,1,1,0,0,0,0,0.866025,-0.5,0.5,0.866025,0.974928,-0.222521,27.7,1,72,2200,R-1/TR,1,5,1,3,6,5,3,1,3,0,0,12,5,1,0,0,4.5,2.4,1.26,0.15,0.214,0.0,1.0,11.758,11.128,10.179,10.067,11.182,11.168,10.425,10.871,0.3896,471160.0
2023-01-04 10:05:00,2023-01-04,10,5,2,4,1,1,1,0,0,1,0,0.5,-0.866025,0.5,0.866025,0.974928,-0.222521,28.8,1,54,1300,R-1/TR,0,8,2,1,3,2,4,1,2,1,0,8,8,0,0,1,0.0,4.8,0.21,0.08,0.143,0.0,0.25,6.527,6.799,6.866,6.934,6.842,6.763,6.228,6.461,0.2051,280026.0
2023-01-04 11:27:00,2023-01-04,11,27,2,4,1,1,1,0,0,1,0,0.258819,-0.965926,0.5,0.866025,0.974928,-0.222521,27.7,5,60,1300,R-1/TR,0,5,2,1,5,5,3,1,2,1,0,10,5,0,0,0,0.0,4.8,0.35,0.15,0.143,0.0,0.0,5.638,5.498,6.131,6.139,6.475,6.275,6.278,5.917,0.1847,256449.0
2023-01-04 13:43:00,2023-01-04,13,43,2,4,1,1,1,0,0,2,0,-0.258819,-0.965926,0.5,0.866025,0.974928,-0.222521,32.1,2,54,450,R-1/TR,1,10,2,1,6,2,5,1,2,1,2,10,10,1,1,0,9.0,4.8,0.42,0.1,0.143,0.24,3.8,18.236,19.01,21.416,19.154,22.471,24.706,20.147,21.044,0.6564,912068.0
2023-01-04 14:40:00,2023-01-04,14,40,2,4,1,1,1,0,1,2,0,-0.5,-0.866025,0.5,0.866025,0.974928,-0.222521,29.9,4,150,1300,R-1/TR,3,11,2,1,6,9,5,1,2,0,0,17,11,0,1,0,29.7,4.8,0.42,0.45,0.143,0.0,2.8,37.035,46.812,42.595,43.405,45.117,44.928,43.243,43.462,1.4693,1883687.0
2023-01-04 16:03:00,2023-01-04,16,3,2,4,1,1,1,0,0,2,0,-0.866025,-0.5,0.5,0.866025,0.974928,-0.222521,30.4,1,54,1300,R-1/TR,1,9,2,1,4,3,5,1,3,1,0,9,9,0,0,0,8.1,4.8,0.28,0.15,0.214,0.0,0.0,16.019,14.819,16.28,14.094,15.377,15.958,16.675,15.323,0.5163,664114.0
2023-01-04 16:34:00,2023-01-04,16,34,2,4,1,1,1,0,0,2,0,-0.866025,-0.5,0.5,0.866025,0.974928,-0.222521,28.8,6,36,1300,R-1/TR,0,7,1,3,5,3,5,1,3,0,0,9,7,0,1,0,0.0,2.4,1.05,0.15,0.214,0.0,2.8,8.502,7.487,7.654,7.519,7.392,7.126,8.517,7.885,0.2924,341744.0
2023-01-04 16:46:00,2023-01-04,16,46,2,4,1,1,1,0,0,2,0,-0.866025,-0.5,0.5,0.866025,0.974928,-0.222521,30.3,4,150,2200,R-1/TR,2,12,2,2,5,11,4,1,2,1,5,21,12,1,1,0,21.6,4.8,0.7,0.44,0.143,0.6,3.8,39.312,34.31,32.788,34.059,37.765,36.603,30.05,35.519,1.2448,1539429.0
2023-01-04 17:41:00,2023-01-04,17,41,2,4,1,1,1,0,0,2,0,-0.965926,-0.258819,0.5,0.866025,0.974928,-0.222521,29.9,4,90,1300,R-1/TR,2,7,1,1,4,6,3,1,3,1,1,13,7,0,0,1,12.6,2.4,0.28,0.18,0.214,0.12,0.25,17.173,17.114,18.207,15.795,18.071,18.296,15.792,17.132,0.6466,742518.0
2023-01-04 18:53:00,2023-01-04,18,53,2,4,1,1,1,0,0,3,0,-1.0,-0.0,0.5,0.866025,0.974928,-0.222521,31.2,2,54,2200,R-1/TR,1,9,2,1,5,4,8,1,5,0,0,11,9,0,1,1,8.1,4.8,0.35,0.32,0.357,0.0,3.05,22.967,21.613,20.424,19.044,15.499,18.03,19.009,19.604,1.1279,849657.0
2023-01-04 23:43:00,2023-01-04,23,43,2,4,1,1,1,0,0,4,0,-0.258819,0.965926,0.5,0.866025,0.974928,-0.222521,30.7,1,72,1300,R-1/TR,0,12,1,1,6,4,6,1,4,0,0,7,12,0,0,0,0.0,2.4,0.42,0.24,0.286,0.0,0.0,3.997,3.91,3.892,4.342,3.325,4.461,3.8,3.997,0.1325,173234.0
2023-01-05 00:52:00,2023-01-05,0,52,3,5,1,1,1,0,1,4,0,0.0,1.0,0.5,0.866025,0.433884,-0.900969,24.5,5,60,3500,R-2/TR,1,5,1,2,7,5,9,1,5,0,0,12,5,0,1,1,4.5,2.4,0.98,0.45,0.357,0.0,3.05,13.51,11.58,9.814,11.299,11.768,11.255,12.743,12.083,0.2058,523689.0
2023-01-05 01:06:00,2023-01-05,1,6,3,5,1,1,1,0,0,4,0,0.258819,0.965926,0.5,0.866025,0.433884,-0.900969,23.2,7,90,900,R-1/TR,2,3,2,3,4,6,7,1,4,1,5,15,3,0,0,0,5.4,4.8,0.84,0.42,0.286,0.6,0.0,15.876,15.35,13.157,15.784,15.026,12.917,14.77,15.188,0.2192,658263.0
2023-01-05 02:54:00,2023-01-05,2,54,3,5,1,1,1,0,0,4,0,0.5,0.866025,0.5,0.866025,0.433884,-0.900969,25.4,4,60,2200,R-1/TR,1,3,2,3,6,5,7,1,4,1,6,15,3,1,0,1,2.7,4.8,1.26,0.35,0.286,0.72,1.25,13.157,12.894,12.807,14.469,13.272,12.909,12.775,13.123,0.1819,568764.0
2023-01-05 03:18:00,2023-01-05,3,18,3,5,1,1,1,0,0,4,0,0.707107,0.707107,0.5,0.866025,0.433884,-0.900969,28.6,5,150,2200,R-1/TR,3,8,2,1,5,11,7,1,4,2,4,20,8,0,0,0,21.6,4.8,0.35,0.77,0.286,0.96,0.0,29.31,32.348,31.112,33.913,30.369,30.8,33.13,33.643,0.4057,1458121.0
2023-01-05 03:34:00,2023-01-05,3,34,3,5,1,1,1,0,1,4,0,0.707107,0.707107,0.5,0.866025,0.433884,-0.900969,26.3,5,54,2200,R-1/TR,1,6,2,3,8,4,8,1,4,2,2,13,6,0,0,0,5.4,4.8,1.68,0.32,0.286,0.48,0.0,13.927,13.755,12.413,13.844,14.145,12.795,12.435,13.613,0.1707,590001.0
2023-01-05 07:04:00,2023-01-05,7,4,3,5,1,1,1,0,0,0,0,0.965926,-0.258819,0.5,0.866025,0.433884,-0.900969,31.3,6,120,450,R-1/TR,1,11,1,2,4,7,5,1,2,1,0,14,11,0,1,0,9.9,2.4,0.56,0.35,0.143,0.0,2.8,20.24,22.013,19.682,21.544,20.273,18.325,16.715,19.123,0.538,828810.0
2023-01-05 07:54:00,2023-01-05,7,54,3,5,1,1,1,0,0,0,0,0.965926,-0.258819,0.5,0.866025,0.433884,-0.900969,28.5,4,54,2200,R-1/TR,1,7,1,3,5,2,3,1,2,1,4,10,7,0,1,0,6.3,2.4,1.05,0.06,0.143,0.48,2.8,15.149,16.191,15.433,15.474,13.952,16.439,15.744,16.619,0.4875,720284.0
2023-01-05 08:02:00,2023-01-05,8,2,3,5,1,1,1,0,1,0,0,0.866025,-0.5,0.5,0.866025,0.433884,-0.900969,30.0,2,60,1300,R-1/TR,0,12,2,1,8,3,6,1,5,2,8,9,12,0,0,0,0.0,4.8,0.56,0.18,0.357,1.92,0.0,9.178,9.207,9.411,8.806,8.697,9.852,8.632,9.083,0.3221,393666.0
2023-01-05 09:38:00,2023-01-05,9,38,3,5,1,1,1,0,0,1,0,0.707107,-0.707107,0.5,0.866025,0.433884,-0.900969,30.8,1,150,3500,R-2/TR,2,10,2,3,5,10,3,1,5,0,0,19,10,1,0,0,18.0,4.8,1.05,0.3,0.357,0.0,1.0,27.817,32.845,29.8,30.618,32.269,26.833,21.957,30.224,0.9807,1309938.0
2023-01-05 10:21:00,2023-01-05,10,21,3,5,1,1,1,0,0,1,0,0.5,-0.866025,0.5,0.866025,0.433884,-0.900969,29.4,1,60,1300,R-1/TR,1,7,2,2,6,4,4,1,4,1,2,13,7,1,1,0,6.3,4.8,0.84,0.16,0.286,0.24,3.8,20.083,20.183,20.215,18.368,19.368,21.663,19.625,19.625,0.6118,850567.0
2023-01-05 10:29:00,2023-01-05,10,29,3,5,1,1,1,0,0,1,0,0.5,-0.866025,0.5,0.866025,0.433884,-0.900969,28.9,4,36,2200,R-1/TR,0,7,1,3,4,3,5,1,4,1,3,9,7,0,0,0,0.0,2.4,0.84,0.15,0.286,0.36,0.0,4.686,4.881,4.664,4.392,5.29,5.015,4.729,4.871,0.1529,211114.0
2023-01-05 12:29:00,2023-01-05,12,29,3,5,1,1,1,0,0,2,0,0.0,-1.0,0.5,0.866025,0.433884,-0.900969,33.2,6,72,2200,R-1/TR,0,11,2,3,5,5,3,1,2,0,0,13,11,1,0,1,0.0,4.8,1.05,0.15,0.143,0.0,1.25,9.753,10.153,9.219,8.729,9.062,8.576,6.839,8.696,0.2906,376893.0
2023-01-05 14:01:00,2023-01-05,14,1,3,5,1,1,1,0,0,2,0,-0.5,-0.866025,0.5,0.866025,0.433884,-0.900969,30.5,5,60,1300,R-1/TR,0,8,2,1,5,3,4,1,4,2,8,10,8,0,1,0,0.0,4.8,0.35,0.12,0.286,1.92,2.8,10.563,11.188,11.416,8.915,13.339,10.741,11.248,11.178,0.3638,484466.0
2023-01-05 15:09:00,2023-01-05,15,9,3,5,1,1,1,0,0,2,0,-0.707107,-0.707107,0.5,0.866025,0.433884,-0.900969,30.4,2,120,900,R-1/TR,2,12,2,1,6,7,5,1,4,0,0,13,12,0,0,0,21.6,4.8,0.42,0.35,0.286,0.0,0.0,35.758,35.275,32.822,33.435,39.854,33.594,30.123,34.682,1.164,1503153.0
2023-01-05 15:34:00,2023-01-05,15,34,3,5,1,1,1,0,0,2,0,-0.707107,-0.707107,0.5,0.866025,0.433884,-0.900969,30.9,3,54,900,R-1/TR,0,9,1,2,4,4,5,1,4,0,0,9,9,0,1,0,0.0,2.4,0.56,0.2,0.286,0.0,2.8,7.651,6.596,7.316,7.326,8.347,7.707,7.626,7.229,0.239,313312.0
2023-01-05 16:48:00,2023-01-05,16,48,3,5,1,1,1,0,0,2,0,-0.866025,-0.5,0.5,0.866025,0.433884,-0.900969,29.2,5,60,900,R-1/TR,1,6,1,3,3,3,3,1,3,2,3,13,6,1,1,0,5.4,2.4,0.63,0.09,0.214,0.72,3.8,18.265,15.058,16.883,16.102,17.741,16.847,14.127,17.053,0.6347,739094.0
2023-01-05 16:59:00,2023-01-05,16,59,3,5,1,1,1,0,0,2,0,-0.866025,-0.5,0.5,0.866025,0.433884,-0.900969,29.9,2,120,2200,R-1/TR,0,6,1,1,4,7,5,1,5,1,2,13,6,1,1,0,0.0,2.4,0.28,0.35,0.357,0.24,3.8,8.001,8.904,9.021,8.182,6.507,8.478,7.365,8.048,0.2869,348808.0
2023-01-05 17:39:00,2023-01-05,17,39,3,5,1,1,1,0,0,2,0,-0.965926,-0.258819,0.5,0.866025,0.433884,-0.900969,29.6,4,120,3500,R-2/TR,2,9,1,1,3,9,4,1,4,2,1,17,9,0,1,0,16.2,2.4,0.21,0.36,0.286,0.24,2.8,25.073,29.473,26.985,25.243,26.921,29.318,31.012,27.769,0.9884,1203536.0
2023-01-05 18:14:00,2023-01-05,18,14,3,5,1,1,1,0,0,3,0,-1.0,-0.0,0.5,0.866025,0.433884,-0.900969,30.1,6,90,1300,R-1/TR,2,10,1,1,5,7,7,1,2,1,1,14,10,0,1,0,18.0,2.4,0.35,0.49,0.143,0.12,2.8,28.308,28.963,26.324,32.279,29.719,26.961,29.448,27.899,1.6407,1209171.0
2023-01-05 18:23:00,2023-01-05,18,23,3,5,1,1,1,0,1,3,0,-1.0,-0.0,0.5,0.866025,0.433884,-0.900969,31.6,3,36,1300,R-1/TR,0,10,1,3,6,2,7,1,5,2,6,10,10,0,1,0,0.0,2.4,1.26,0.14,0.357,1.44,2.8,8.971,9.833,9.553,9.411,9.424,9.567,12.092,9.769,0.5897,423398.0
2023-01-05 18:26:00,2023-01-05,18,26,3,5,1,1,1,0,0,3,0,-1.0,-0.0,0.5,0.866025,0.433884,-0.900969,31.0,1,54,900,R-1/TR,1,11,2,3,3,3,7,1,3,1,6,12,11,1,0,0,9.9,4.8,0.63,0.21,0.214,0.72,1.0,17.501,19.867,20.841,20.718,19.111,19.929,20.585,19.897,1.1496,862356.0
2023-01-05 22:36:00,2023-01-05,22,36,3,5,1,1,1,0,0,4,0,-0.5,0.866025,0.5,0.866025,0.433884,-0.900969,29.2,3,36,1300,R-1/TR,0,6,1,3,5,3,7,1,2,1,6,11,6,0,1,1,0.0,2.4,1.05,0.21,0.143,0.72,3.05,7.002,8.431,8.285,8.603,8.373,8.253,8.443,8.416,0.3978,364758.0
2023-01-05 22:44:00,2023-01-05,22,44,3,5,1,1,1,0,0,4,0,-0.5,0.866025,0.5,0.866025,0.433884,-0.900969,28.5,3,72,1300,R-1/TR,1,9,2,3,6,4,8,1,4,1,5,13,9,0,1,0,8.1,4.8,1.26,0.32,0.286,0.6,2.8,21.618,23.786,21.587,21.624,22.176,21.629,22.409,20.773,0.8903,900323.0
2023-01-06 00:45:00,2023-01-06,0,45,4,6,1,1,1,0,0,4,0,0.0,1.0,0.5,0.866025,-0.433884,-0.900969,23.3,3,120,1300,R-1/TR,1,4,2,1,3,8,8,1,3,2,2,17,4,1,1,0,3.6,4.8,0.21,0.64,0.214,0.48,3.8,19.777,17.846,18.076,20.174,14.88,16.771,13.616,16.788,0.2656,727609.0
2023-01-06 02:22:00,2023-01-06,2,22,4,6,1,1,1,0,0,4,0,0.5,0.866025,0.5,0.866025,-0.433884,-0.900969,25.6,2,120,2200,R-1/TR,1,6,2,3,4,8,8,1,3,2,2,18,6,0,1,0,5.4,4.8,0.84,0.64,0.214,0.48,2.8,20.59,16.338,21.589,17.625,17.682,16.615,20.678,18.033,0.2372,781568.0
2023-01-06 06:34:00,2023-01-06,6,34,4,6,1,1,1,0,0,0,0,1.0,0.0,0.5,0.866025,-0.433884,-0.900969,28.3,6,72,1300,R-1/TR,0,7,1,3,6,5,8,1,4,0,0,10,7,0,0,0,0.0,2.4,1.26,0.4,0.286,0.0,0.0,5.13,4.77,6.032,5.721,5.806,4.97,5.072,5.234,0.1103,226847.0
2023-01-06 07:21:00,2023-01-06,7,21,4,6,1,1,1,0,0,0,0,0.965926,-0.258819,0.5,0.866025,-0.433884,-0.900969,29.2,7,36,1300,R-1/TR,0,5,2,3,6,3,4,1,3,1,2,12,5,1,1,0,0.0,4.8,1.26,0.12,0.214,0.24,3.8,13.247,11.697,11.961,15.81,15.53,12.105,13.394,12.958,0.3801,561613.0
2023-01-06 09:13:00,2023-01-06,9,13,4,6,1,1,1,0,0,1,0,0.707107,-0.707107,0.5,0.866025,-0.433884,-0.900969,29.3,5,36,1300,R-1/TR,0,5,1,1,4,2,5,1,2,0,0,6,5,0,0,1,0.0,2.4,0.28,0.1,0.143,0.0,0.25,4.477,3.562,4.095,4.561,4.754,4.063,4.463,4.049,0.1312,175488.0
2023-01-06 09:50:00,2023-01-06,9,50,4,6,1,1,1,0,0,1,0,0.707107,-0.707107,0.5,0.866025,-0.433884,-0.900969,29.2,6,200,2200,R-1/TR,3,6,2,1,3,13,5,1,5,0,0,23,6,1,1,1,16.2,4.8,0.21,0.65,0.357,0.0,4.05,31.811,31.059,30.472,31.638,32.043,35.588,29.434,32.05,1.0925,1389079.0
2023-01-06 11:14:00,2023-01-06,11,14,4,6,1,1,1,0,0,1,0,0.258819,-0.965926,0.5,0.866025,-0.433884,-0.900969,32.0,7,72,1300,R-1/TR,1,9,2,1,5,5,3,1,4,1,8,11,9,0,0,0,8.1,4.8,0.35,0.15,0.286,0.96,0.0,14.007,16.168,16.83,15.975,16.849,17.614,16.301,16.756,0.5131,726222.0
2023-01-06 11:39:00,2023-01-06,11,39,4,6,1,1,1,0,0,1,0,0.258819,-0.965926,0.5,0.866025,-0.433884,-0.900969,30.2,1,60,2200,R-1/TR,0,10,1,2,5,4,4,1,3,1,0,11,10,0,1,1,0.0,2.4,0.7,0.16,0.214,0.0,3.05,7.59,7.9,8.11,8.534,8.628,7.986,7.86,7.455,0.2303,323107.0
2023-01-06 14:11:00,2023-01-06,14,11,4,6,1,1,1,0,0,2,0,-0.5,-0.866025,0.5,0.866025,-0.433884,-0.900969,31.8,6,200,2200,R-1/TR,4,11,1,1,3,14,3,1,3,0,0,22,11,0,1,0,39.6,2.4,0.21,0.42,0.214,0.0,2.8,50.0,41.339,50.0,47.453,49.12,50.0,50.0,50.0,1.6079,2167050.0
2023-01-06 14:39:00,2023-01-06,14,39,4,6,1,1,1,0,0,2,0,-0.5,-0.866025,0.5,0.866025,-0.433884,-0.900969,30.3,2,45,3500,R-2/TR,1,8,1,2,3,2,5,1,5,2,3,9,8,0,0,0,7.2,2.4,0.42,0.1,0.357,0.72,0.0,13.692,13.739,15.326,13.496,12.182,12.242,12.909,13.288,0.4391,575915.0
2023-01-06 15:04:00,2023-01-06,15,4,4,6,1,1,1,0,0,2,0,-0.707107,-0.707107,0.5,0.866025,-0.433884,-0.900969,30.0,5,90,1300,R-1/TR,0,9,2,1,6,7,5,1,5,1,0,14,9,1,1,0,0.0,4.8,0.42,0.35,0.357,0.0,3.8,10.679,11.316,9.441,10.882,10.178,10.597,11.343,10.786,0.367,467476.0
2023-01-06 15:50:00,2023-01-06,15,50,4,6,1,1,1,0,1,2,0,-0.707107,-0.707107,0.5,0.866025,-0.433884,-0.900969,34.3,5,120,2200,R-1/TR,1,12,1,1,8,9,6,1,2,2,2,15,12,0,0,0,10.8,2.4,0.56,0.54,0.143,0.48,0.0,16.927,15.174,16.018,16.09,15.874,16.612,16.978,16.504,0.5658,715300.0
2023-01-06 16:03:00,2023-01-06,16,3,4,6,1,1,1,0,0,2,0,-0.866025,-0.5,0.5,0.866025,-0.433884,-0.900969,30.8,5,45,3500,R-2/TR,0,10,1,2,4,2,4,1,5,1,1,8,10,0,0,1,0.0,2.4,0.56,0.08,0.357,0.12,0.25,4.637,4.533,4.745,4.251,4.17,3.6,4.518,4.424,0.1516,191741.0
2023-01-06 16:23:00,2023-01-06,16,23,4,6,1,1,1,0,0,2,0,-0.866025,-0.5,0.5,0.866025,-0.433884,-0.900969,30.6,2,72,2200,R-1/TR,1,11,1,2,3,5,3,1,5,2,2,13,11,0,1,0,9.9,2.4,0.42,0.15,0.357,0.48,2.8,19.309,22.454,19.088,18.245,21.647,19.143,21.289,19.265,0.6896,834964.0
2023-01-06 16:50:00,2023-01-06,16,50,4,6,1,1,1,0,0,2,0,-0.866025,-0.5,0.5,0.866025,-0.433884,-0.900969,28.6,6,60,1300,R-1/TR,1,5,1,3,6,4,3,1,4,2,6,14,5,1,0,1,4.5,2.4,1.26,0.12,0.286,1.44,1.25,13.132,13.48,13.467,12.981,14.798,14.865,11.647,13.281,0.4878,575612.0
2023-01-06 18:49:00,2023-01-06,18,49,4,6,1,1,1,0,0,3,0,-1.0,-0.0,0.5,0.866025,-0.433884,-0.900969,29.8,1,150,2200,R-1/TR,2,8,1,3,3,10,8,1,5,0,0,20,8,1,1,1,14.4,2.4,0.63,0.8,0.357,0.0,4.05,25.851,29.116,21.799,28.417,24.616,24.821,26.292,25.265,1.5098,1095010.0
2023-01-06 21:03:00,2023-01-06,21,3,4,6,1,1,1,0,0,3,0,-0.707107,0.707107,0.5,0.866025,-0.433884,-0.900969,28.3,5,90,3500,R-2/TR,1,5,1,3,6,7,7,1,4,1,1,15,5,0,1,0,4.5,2.4,1.26,0.49,0.286,0.12,2.8,15.328,15.474,14.201,12.672,13.614,13.318,15.219,14.234,0.7897,616916.0
2023-01-06 21:06:00,2023-01-06,21,6,4,6,1,1,1,0,0,3,0,-0.707107,0.707107,0.5,0.866025,-0.433884,-0.900969,30.0,4,72,2200,R-1/TR,1,9,2,3,5,4,6,1,3,1,2,13,9,1,0,0,8.1,4.8,1.05,0.24,0.214,0.24,1.0,19.043,18.419,21.578,18.842,21.111,19.735,22.887,19.913,1.0671,863049.0
2023-01-06 21:30:00,2023-01-06,21,30,4,6,1,1,1,0,0,3,0,-0.707107,0.707107,0.5,0.866025,-0.433884,-0.900969,27.8,6,90,900,R-1/TR,2,5,2,1,6,5,7,1,3,1,0,12,5,0,0,0,9.0,4.8,0.42,0.35,0.214,0.0,0.0,14.785,15.8,14.648,15.927,15.491,14.609,18.042,16.342,0.9004,708279.0
2023-01-06 21:58:00,2023-01-06,21,58,4,6,1,1,1,0,0,3,0,-0.707107,0.707107,0.5,0.866025,-0.433884,-0.900969,31.0,7,54,1300,R-1/TR,1,12,1,1,4,4,6,1,5,1,4,10,12,0,1,0,10.8,2.4,0.28,0.24,0.357,0.48,2.8,19.553,18.231,19.824,19.543,18.768,20.571,19.701,19.609,1.0851,849874.0
2023-01-06 23:49:00,2023-01-06,23,49,4,6,1,1,1,0,0,4,0,-0.258819,0.965926,0.5,0.866025,-0.433884,-0.900969,26.3,1,90,1300,R-1/TR,2,2,1,1,6,5,8,1,3,0,0,12,2,0,1,1,3.6,2.4,0.42,0.4,0.214,0.0,3.05,10.293,11.512,11.567,11.91,10.734,9.331,10.356,11.227,0.3679,486589.0
2023-01-06 23:53:00,2023-01-06,23,53,4,6,1,1,1,0,1,4,0,-0.258819,0.965926,0.5,0.866025,-0.433884,-0.900969,25.3,6,60,3500,R-2/TR,1,6,1,3,6,5,7,1,2,1,0,12,6,0,0,0,5.4,2.4,1.26,0.35,0.143,0.0,0.0,11.175,10.25,10.779,10.221,9.606,10.205,9.739,10.243,0.3519,443942.0
